url,status_code,final_url_after_redirects,action_category,notes
https://floridahomecosts.com/pool/cost-to-repair-pump-orlando-2026/,404,https://floridahomecosts.com/pool/cost-to-repair-pump-orlando-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-install-salt-water-system-florida-2026/,404,https://floridahomecosts.com/pool/cost-to-install-salt-water-system-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-replace-pool-liner-orlando-2026/,404,https://floridahomecosts.com/pool/cost-to-replace-pool-liner-orlando-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-install-pool-cover-in-miami-2026/,404,https://floridahomecosts.com/pool/cost-to-install-pool-cover-in-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/plumbing/cost-to-fix-leaky-pipe-florida-2026/,404,https://floridahomecosts.com/plumbing/cost-to-fix-leaky-pipe-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-repair-siding-florida-2026/,404,https://floridahomecosts.com/exterior/cost-to-repair-siding-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-paint-house-miami-2026/,404,https://floridahomecosts.com/exterior/cost-to-paint-house-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-install-smart-thermostat-miami-2026/,404,https://floridahomecosts.com/electrical/cost-to-install-smart-thermostat-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-install-outdoor-lighting-miami-2026/,404,https://floridahomecosts.com/electrical/cost-to-install-outdoor-lighting-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-install-ceiling-lights-miami-2026/,404,https://floridahomecosts.com/electrical/cost-to-install-ceiling-lights-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-resurface-pool-orlando-2026/,404,https://floridahomecosts.com/pool/cost-to-resurface-pool-orlando-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/major-systems/cost-to-install-air-sealing-florida-2026/,404,https://floridahomecosts.com/major-systems/cost-to-install-air-sealing-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-install-lighting-miami-2026/,404,https://floridahomecosts.com/electrical/cost-to-install-lighting-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-install-outdoor-lighting-fort-lauderdale-2026/,404,https://floridahomecosts.com/electrical/cost-to-install-outdoor-lighting-fort-lauderdale-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/solar/cost-to-install-solar-panels-miami-2026/,404,https://floridahomecosts.com/solar/cost-to-install-solar-panels-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-install-smart-home-wiring-florida-2026/,404,https://floridahomecosts.com/electrical/cost-to-install-smart-home-wiring-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/windows/cost-to-install-impact-windows-miami-2026/,404,https://floridahomecosts.com/windows/cost-to-install-impact-windows-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/plumbing/cost-to-fix-slab-leak-miami-2026/,404,https://floridahomecosts.com/plumbing/cost-to-fix-slab-leak-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/interior/cost-to-tile-floors-miami-2026/,404,https://floridahomecosts.com/interior/cost-to-tile-floors-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/interior/cost-to-replace-laminate-flooring-tampa-2026/,404,https://floridahomecosts.com/interior/cost-to-replace-laminate-flooring-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/interior/cost-to-install-kitchen-cabinets-florida-2026/,404,https://floridahomecosts.com/interior/cost-to-install-kitchen-cabinets-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/plumbing/cost-to-install-sewer-line-repair-florida-2026/,404,https://floridahomecosts.com/plumbing/cost-to-install-sewer-line-repair-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pooling/cost-to-repair-pool-liner-florida-2026/,404,https://floridahomecosts.com/pooling/cost-to-repair-pool-liner-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/interior/cost-to-install-drywall-miami-2026/,404,https://floridahomecosts.com/interior/cost-to-install-drywall-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/hvac/cost-to-install-hvac-fort-lauderdale-2026/,404,https://floridahomecosts.com/hvac/cost-to-install-hvac-fort-lauderdale-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-install-whole-home-surge-protection-in-fort-lauderdale-2026/,404,https://floridahomecosts.com/electrical/cost-to-install-whole-home-surge-protection-in-fort-lauderdale-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/energy/cost-to-get-florida-energy-rebates-2026/,404,https://floridahomecosts.com/energy/cost-to-get-florida-energy-rebates-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/smart-home/cost-to-install-smart-thermostat-in-fort-lauderdale-2026/,404,https://floridahomecosts.com/smart-home/cost-to-install-smart-thermostat-in-fort-lauderdale-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-install-outdoor-lighting-florida-2026/,404,https://floridahomecosts.com/electrical/cost-to-install-outdoor-lighting-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-rewire-a-home-in-florida-2026/,404,https://floridahomecosts.com/electrical/cost-to-rewire-a-home-in-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-install-smart-thermostat-florida-2026/,404,https://floridahomecosts.com/electrical/cost-to-install-smart-thermostat-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/major-systems/cost-to-drill-new-well-tampa-2026/,404,https://floridahomecosts.com/major-systems/cost-to-drill-new-well-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-build-patio-cover-tampa-2026/,404,https://floridahomecosts.com/exterior/cost-to-build-patio-cover-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/plumbing/cost-to-install-kitchen-sink-miami-2026/,404,https://floridahomecosts.com/plumbing/cost-to-install-kitchen-sink-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-repair-dock-florida-2026/,404,https://floridahomecosts.com/exterior/cost-to-repair-dock-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-repair-siding-in-tampa-2026/,404,https://floridahomecosts.com/exterior/cost-to-repair-siding-in-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-install-flood-barriers-in-tampa-2026/,404,https://floridahomecosts.com/exterior/cost-to-install-flood-barriers-in-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-install-pool-deck-fort-lauderdale-2026/,404,https://floridahomecosts.com/pool/cost-to-install-pool-deck-fort-lauderdale-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-install-pool-equipment-florida-2026/,404,https://floridahomecosts.com/pool/cost-to-install-pool-equipment-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/interior/cost-to-replace-drywall-miami-2026/,404,https://floridahomecosts.com/interior/cost-to-replace-drywall-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/hurricane-protection/cost-to-install-impact-windows-in-st-petersburg-2026/,404,https://floridahomecosts.com/hurricane-protection/cost-to-install-impact-windows-in-st-petersburg-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pooling/cost-to-install-pool-lighting-tampa-2026/,404,https://floridahomecosts.com/pooling/cost-to-install-pool-lighting-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pooling/cost-to-install-pool-fencing-tampa-2026/,404,https://floridahomecosts.com/pooling/cost-to-install-pool-fencing-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pooling/cost-to-install-heat-pump-tampa-2026/,404,https://floridahomecosts.com/pooling/cost-to-install-heat-pump-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/plumbing/cost-to-install-water-filter-fort-lauderdale-2026/,404,https://floridahomecosts.com/plumbing/cost-to-install-water-filter-fort-lauderdale-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-stain-deck-florida-2026/,404,https://floridahomecosts.com/exterior/cost-to-stain-deck-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/interior/cost-to-replace-kitchen-sink-florida-2026/,404,https://floridahomecosts.com/interior/cost-to-replace-kitchen-sink-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/interior/cost-to-install-crown-molding-tampa-2026/,404,https://floridahomecosts.com/interior/cost-to-install-crown-molding-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/home-maintenance/cost-to-inspect-house-in-tampa-2026/,404,https://floridahomecosts.com/home-maintenance/cost-to-inspect-house-in-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/plumbing/cost-to-fix-slab-leak-in-tampa-2026/,404,https://floridahomecosts.com/plumbing/cost-to-fix-slab-leak-in-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/water-heater/cost-to-replace-water-heater-in-tampa-2026/,404,https://floridahomecosts.com/water-heater/cost-to-replace-water-heater-in-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-replace-pump-filter-st-petersburg-2026/,404,https://floridahomecosts.com/pool/cost-to-replace-pump-filter-st-petersburg-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/insurance/cost-to-insure-home-with-pool-florida-2026/,404,https://floridahomecosts.com/insurance/cost-to-insure-home-with-pool-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-install-fiberglass-pool-in-florida-2026/,404,https://floridahomecosts.com/pool/cost-to-install-fiberglass-pool-in-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/plumbing/cost-to-install-backwater-valve-miami-2026/,404,https://floridahomecosts.com/plumbing/cost-to-install-backwater-valve-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-install-impact-windows-orlando-2026/,404,https://floridahomecosts.com/electrical/cost-to-install-impact-windows-orlando-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-install-surge-protectors-florida-2026/,404,https://floridahomecosts.com/electrical/cost-to-install-surge-protectors-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-repair-pool-coping-sarasota-2026/,404,https://floridahomecosts.com/pool/cost-to-repair-pool-coping-sarasota-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-install-salt-water-system-sarasota-2026/,404,https://floridahomecosts.com/pool/cost-to-install-salt-water-system-sarasota-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-replace-pool-equipment-florida-2026/,404,https://floridahomecosts.com/pool/cost-to-replace-pool-equipment-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pooling/cost-to-install-in-ground-pool-miami-2026/,404,https://floridahomecosts.com/pooling/cost-to-install-in-ground-pool-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/major-systems/cost-to-fix-water-damage-fort-lauderdale-2026/,404,https://floridahomecosts.com/major-systems/cost-to-fix-water-damage-fort-lauderdale-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/insurance/cost-of-homeowners-insurance-fort-lauderdale-2026/,404,https://floridahomecosts.com/insurance/cost-of-homeowners-insurance-fort-lauderdale-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-resurface-pool-deck-in-st-petersburg-2026/,404,https://floridahomecosts.com/pool/cost-to-resurface-pool-deck-in-st-petersburg-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-install-impact-glass-pool-fencing-2026/,404,https://floridahomecosts.com/pool/cost-to-install-impact-glass-pool-fencing-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-rebuild-pool-in-tampa-2026/,404,https://floridahomecosts.com/pool/cost-to-rebuild-pool-in-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-wire-home-for-ev-in-tampa-2026/,404,https://floridahomecosts.com/electrical/cost-to-wire-home-for-ev-in-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/major-systems/cost-to-install-water-heater-tampa-2026/,404,https://floridahomecosts.com/major-systems/cost-to-install-water-heater-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/interior/cost-to-install-kitchen-tile-backsplash-florida-2026/,404,https://floridahomecosts.com/interior/cost-to-install-kitchen-tile-backsplash-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/interior/cost-to-install-cabinets-florida-2026/,404,https://floridahomecosts.com/interior/cost-to-install-cabinets-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/hvac/cost-to-install-evap-cooler-fort-lauderdale-2026/,404,https://floridahomecosts.com/hvac/cost-to-install-evap-cooler-fort-lauderdale-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/interior/cost-to-remove-carpet-tampa-2026/,404,https://floridahomecosts.com/interior/cost-to-remove-carpet-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/pool/cost-to-replace-pool-equipment-fort-lauderdale-2026/,404,https://floridahomecosts.com/pool/cost-to-replace-pool-equipment-fort-lauderdale-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-install-pool-deck-miami-2026/,404,https://floridahomecosts.com/exterior/cost-to-install-pool-deck-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/hvac/cost-to-replace-ac-unit-orlando-2026/,404,https://floridahomecosts.com/hvac/cost-to-replace-ac-unit-orlando-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/major-systems/cost-to-repair-water-damage-orlando-2026/,404,https://floridahomecosts.com/major-systems/cost-to-repair-water-damage-orlando-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/hvac/cost-to-install-central-air-conditioning-orlando-2026/,404,https://floridahomecosts.com/hvac/cost-to-install-central-air-conditioning-orlando-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/plumbing/cost-to-fix-a-leak-orlando-2026/,404,https://floridahomecosts.com/plumbing/cost-to-fix-a-leak-orlando-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/hvac/cost-to-install-central-air-orlando-2026/,404,https://floridahomecosts.com/hvac/cost-to-install-central-air-orlando-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/plumbing/cost-to-install-backflow-preventer-in-florida-2026/,404,https://floridahomecosts.com/plumbing/cost-to-install-backflow-preventer-in-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/plumbing/cost-to-install-water-heater-florida-2026/,404,https://floridahomecosts.com/plumbing/cost-to-install-water-heater-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/hvac/cost-to-heat-pump-installation-florida-2026/,404,https://floridahomecosts.com/hvac/cost-to-heat-pump-installation-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-build-fence-miami-2026/,404,https://floridahomecosts.com/exterior/cost-to-build-fence-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-seal-concrete-driveway-florida-2026/,404,https://floridahomecosts.com/exterior/cost-to-seal-concrete-driveway-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-clean-roof-orlando-2026/,404,https://floridahomecosts.com/exterior/cost-to-clean-roof-orlando-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/home-maintenance/cost-to-inspect-home-florida-2026/,404,https://floridahomecosts.com/home-maintenance/cost-to-inspect-home-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-replace-outlets-in-tampa-2026/,404,https://floridahomecosts.com/electrical/cost-to-replace-outlets-in-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-install-outdoor-decking-florida-2026/,404,https://floridahomecosts.com/exterior/cost-to-install-outdoor-decking-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-install-outdoor-outlets-florida-2026/,404,https://floridahomecosts.com/electrical/cost-to-install-outdoor-outlets-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/exterior/cost-to-install-pavers-florida-2026/,404,https://floridahomecosts.com/exterior/cost-to-install-pavers-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/outdoor-living/cost-to-install-outdoor-kitchen-florida-2026/,404,https://floridahomecosts.com/outdoor-living/cost-to-install-outdoor-kitchen-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/electrical/cost-to-replace-outlet-miami-2026/,404,https://floridahomecosts.com/electrical/cost-to-replace-outlet-miami-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/plumbing/cost-to-install-whole-house-filter-florida-2026/,404,https://floridahomecosts.com/plumbing/cost-to-install-whole-house-filter-florida-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/plumbing/cost-to-repair-plumbing-leaks-tampa-2026/,404,https://floridahomecosts.com/plumbing/cost-to-repair-plumbing-leaks-tampa-2026/,STILL_BROKEN,HTTPError 404
https://floridahomecosts.com/interior/cost-to-install-hardwood-floors-orlando-2026/,404,https://floridahomecosts.com/interior/cost-to-install-hardwood-floors-orlando-2026/,STILL_BROKEN,HTTPError 404
